time,symbol,side,entry,exit,qty_closed,pnl,balance,event
2026-09-05T15:21:12.624144+00:00,XRP,SHORT,224.78031428571427,221.137,63.41464298461903,231.0394747093326,100231.03947470934,TIME_END
2026-09-05T16:49:52.054988+00:00,BTC,LONG,12468216.77142857,12507599.0,0.004823354035890339,189.95443112236197,100231.03947470934,TP1
2026-09-05T16:55:58.957128+00:00,BTC,LONG,12468216.77142857,12524399.0,0.006431138714520452,361.31570523375956,100231.03947470934,TP2
2026-09-05T18:47:18.098845+00:00,BTC,LONG,12468216.77142857,12504678.0,0.004823354035890339,175.86541398352628,100958.17502504899,TRAIL_END
2026-09-06T01:44:51.113501+00:00,ETH,LONG,387112.17142857146,391223.0,0.055501439172500756,228.15690190571956,100958.17502504899,TP1
2026-09-06T05:36:15.527516+00:00,ETH,LONG,387112.17142857146,393503.0,0.07400191889666767,472.9335776253617,100958.17502504899,TP2
2026-09-06T06:54:38.225751+00:00,ETH,LONG,387112.17142857146,392198.0,0.05550143917250076,282.27080509890783,101941.53630967898,TIME_END
