time,symbol,side,entry,exit,qty,pnl,balance,event,rule_followed
2026-09-07T08:04:34.611124+00:00,GBP_JPY,SHORT,211.21423571428573,210.347,221.7496256655149,192.30919500662532,100192.30919500663,REVIEW_END,True
2026-09-07T20:11:15.076720+00:00,USD_JPY,SHORT,155.59886607142857,154.376,316.3099590105166,386.8047169289223,100579.11391193555,TIME_END,True
2026-09-08T05:13:23.913131+00:00,EUR_JPY,SHORT,179.41283214285716,178.246,122.0481366921729,142.40968886825,100721.5236008038,REVIEW_END,True
2026-09-08T15:38:28.858166+00:00,EUR_JPY,SHORT,178.72827678571429,179.265,110.24010004895975,-59.168420841454896,100662.35517996235,REVIEW_END,True
2026-09-08T23:49:46.089768+00:00,EUR_JPY,SHORT,179.42291964285715,178.466,121.99543558126788,116.73982864662864,100779.09500860899,REVIEW_END,True
2026-09-09T10:19:39.180171+00:00,USD_JPY,SHORT,153.6443464285714,153.671,173.5073408452998,-4.624590302606034,100774.47041830639,REVIEW_END,True
